AP_Ratio,District,Season,Avg_Humidity,Crop_Name,Transplant,Growth,NDVI,EVI,LAI,FPAR,Soil_Moisture_mm,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Silt,CN_Ratio,Dominant_Soil_Texture,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Wind_Mean,Wind_Max,Rain_Temp_Ratio,LST_C
17.73596674,Jashore,Kharif 2,65.0,Sugarcane,October,Nov To Aug,0.523066,0.835257,1.905208,0.0474361,27.779249,689.433310655547,6.07,21.41,2.02,31.11,52.43,10.59,Loamy,1080.92,27.73634146341464,34.2,18.34,0,2.0617073170731706,7.47,38.97,24.997119999999995
4.53375,Satkhira,Rabi,60.0,Boroi,April,No Need To Do,0.473651,0.774872,1.66727,0.0434141,11.893536,635.7174659275661,5.93,36.42,4.34,35.01,50.1,8.39,Loamy,158.44,19.825916666666668,32.43,8.31,0,1.2484166666666667,3.91,7.99,18.94788700000004
1.240184758,Khagrachari,Rabi,80.0,Laushak,September,Oct To Nov,0.634318,0.91699,2.779549,0.0605815,10.622734,505.3143142068211,5.43,16.62,1.52,30.93,37.58,10.93,Loamy,86.44,19.02883333333333,33.14,7.85,0,0.3234166666666667,1.04,4.54,17.862338000000022
0.531059098,Rangamati,Kharif 2,80.0,Motor,October,Nov To March,0.58274,0.88657,2.348335,0.05613,25.666767,633.15245,5.63,18.35,1.33,28.77,34.61,13.83,Loamy,1427.48,28.837712,36.01,20.53,0,2.53684,11.87,49.5,28.286876000000007
0.621655301,Shariatpur,Kharif 2,82.5,Motor,October,Nov To March,0.371409,0.644141,1.206514,0.0277186,24.643431,877.03903,5.55,20.75,2.3,31.14,44.48,9.01,Loamy,1297.84,27.189893,34.62,20.2,4,2.539215,7.45,47.73,26.579859
1.927672956,Sirajganj,Rabi,80.0,Laushak,September,Oct To Nov,0.315393,0.560359,1.059561,0.0258662,8.238152,939.45322666773,6.17,22.38,1.33,41.34,37.28,16.81,Clayey,85.72,19.21658333333333,30.4,8.23,0,1.3789166666666666,4.37,4.46,17.221114999999998
2.525543831,Manikganj,Kharif 2,35.0,Arhar,August,Sep To Oct,0.366607,0.66295,1.03659,0.0235702,26.473085,855.2757419547362,5.67,19.35,1.61,35.97,39.84,12.01,Loamy,1117.67,27.83479674796748,33.61,18.75,0,2.1726016260162604,8.25,40.15,26.530028000000016
3.333624148,Brahmanbaria,Kharif 1,75.0,Chalkumra,March,April To July,0.188369,0.390468,0.548676,0.006877,24.292663,824.029099,5.61,25.32,2.85,32.86,38.59,8.89,Loamy,1179.26,26.676759,40.18,14.28,43,2.199133,6.42,44.2,25.21597300000002
7.55721393,Pabna,Kharif 2,75.0,Cabbage,September,Oct To Jan,0.382635,0.668304,1.27291,0.0344173,23.670933,795.6505658138942,6.12,17.83,1.33,38.53,44.02,13.4,Loamy,984.86,27.91,34.38,19.25,0,2.2982113821138213,8.54,35.29,24.175116000000003
0.41722183,Jashore,Kharif 2,35.0,Gram,August,Sep To Oct,0.495773,0.80248,1.672031,0.0453746,23.822184,754.181021,6.0,21.48,2.06,30.69,54.7,10.44,Loamy,991.62,29.01267,34.77,17.78,2,2.104962,7.43,34.18,31.01263900000004
8.43082908,Madaripur,Kharif 1,67.5,Taramind,February,March To April,0.341725,0.597462,1.130749,0.0268329,27.029824,876.362042,5.63,29.18,3.47,31.0,44.32,8.41,Loamy,683.72,28.903512,41.43,15.84,54,2.517562,6.3,23.65,26.057682
1.468916519,Sunamganj,Rabi,80.0,Laushak,September,Oct To Nov,0.379088,0.636709,1.280993,0.031398,9.799518,707.4468735394968,5.58,19.32,2.36,28.75,30.37,8.18,Loamy,91.4,19.216166666666663,30.9,9.17,0,1.1945,3.59,4.76,16.79855900000001
1.534750085,Noakhali,Kharif 1,72.5,Kakrol,April,May To July,0.194707,0.3836,0.454759,0.0099721,26.63218,751.306862,5.56,27.65,1.98,34.71,35.67,13.98,Loamy,1207.96,26.006787,33.4,18.27,2,4.379,7.65,46.45,24.78569200000004
5.215771101,Sirajganj,Rabi,77.5,Lemon,January,Jan To Jan,0.423806,0.696865,1.403505,0.0297201,11.582388,1010.581769,6.21,22.77,1.29,40.44,36.57,17.61,Clayey,84.8,19.678832,29.03,8.4,0,1.345606,4.18,4.31,18.507073000000048
2.890051042,Chandpur,Rabi,60.0,Maize 2,December,Jan To March,0.402883,0.689215,1.055898,0.0343463,10.01856,647.8428450996125,5.52,32.9,3.4,34.64,38.21,9.67,Loamy,130.03,19.78575,29.93,9.59,0,1.5768333333333333,4.92,6.57,20.21033700000004
5.708583539,Rajshahi,Kharif 1,72.5,Date Palm,April,No Need To Do,0.335113,0.591962,0.947422,0.0279316,24.047962,981.1632526809556,6.5,17.93,1.27,44.25,36.96,14.11,Clayey,471.39,29.696393442622952,42.83,14.55,72,2.339508196721312,6.74,15.87,28.32430500000004
0.5124240751,Shariatpur,Kharif 2,90.0,Lentil,October,Nov To Feb,0.391477,0.670146,1.034598,0.0310181,26.955829,757.6720968698111,5.51,21.26,2.27,30.69,44.38,9.36,Loamy,1311.38,27.853658536585368,32.95,19.15,0,2.389512195121952,7.82,47.08,25.99865500000004
0.439463797,Kurigram,Kharif 2,75.0,Rape & Mustard,October,Nov To Feb,0.357259,0.635508,1.123143,0.0357042,24.217363,863.075788,5.78,17.99,2.32,31.5,31.2,7.77,Loamy,991.6,26.6153,33.81,18.07,0,1.826976,5.64,37.26,22.920458
0.3157894737,Sirajganj,Kharif 2,70.0,Mug,February,March To May,0.262344,0.512086,0.810067,0.0182778,23.851001,931.333043947874,6.17,22.38,1.33,41.34,37.28,16.81,Clayey,1132.42,27.871463414634142,34.22,18.47,0,2.0767479674796747,7.64,40.63,24.912885000000017
3.270889321,Gaibandha,Rabi,80.0,Sweet Potato,November,Dec To March,0.284643,0.53452,0.669064,0.0145823,9.573332,967.047719,5.74,14.38,1.3,30.63,38.75,11.04,Loamy,85.64,19.656327,29.12,8.87,0,1.156326,4.34,4.36,17.486598000000015
1.588235294,Narsingdi,Kharif 2,72.5,Barbati,September,Oct To Dec,0.351098,0.621076,1.037703,0.0234506,25.370776,736.8481399688882,5.42,19.27,1.65,35.11,33.69,11.67,Loamy,1137.55,27.810325203252034,33.68,18.24,0,1.992032520325204,7.4,40.9,25.730391999999995
3.18241167,Sirajganj,Kharif 1,80.0,Mukhi Kachu,April,May To Sep,0.13983,0.300298,0.352327,0.0026331,27.873979,1027.201182,6.02,22.7,1.32,40.34,37.0,17.2,Clayey,1002.43,29.196156,41.92,14.39,39,2.274511,7.2,34.33,27.319244000000023
1.135487102,Manikganj,Rabi,55.0,Wheat,December,Jan To March,0.404375,0.657816,1.252611,0.0362138,11.905553,822.7170520904577,5.67,19.35,1.61,35.97,39.84,12.01,Loamy,91.45,19.44533333333333,30.56,8.4,0,1.3493333333333333,4.2,4.7,17.561544000000026
1.027313225,Gazipur,Kharif 1,82.5,Lady’s Finger,April,May To June,0.24136,0.446366,1.103416,0.0161294,30.143747,813.471793,5.39,17.19,1.34,34.14,34.21,12.84,Loamy,1032.66,26.964919,41.08,15.58,43,2.686194,6.29,38.29,28.069434
0.8196721311,Patuakhali,Kharif 2,67.5,Garlic,October,Nov To Jan,0.387962,0.693011,1.044957,0.0285509,28.975045,723.6587753859428,5.69,26.86,2.74,31.22,45.47,9.8,Loamy,2272.77,28.43642276422764,31.57,21.83,0,3.5834959349593496,10.3,79.92,24.36260500000003
2.563597019,Netrokona,Kharif 1,80.0,Lady’s Finger,April,May To June,0.033483,0.078259,0.0,0.0,27.227866,876.125891,5.95,18.5,1.84,30.32,32.98,10.05,Loamy,1928.0,26.018698,38.46,15.14,18,2.045763,6.55,74.1,23.862418000000048
11.05529717,Nilphamari,Kharif 2,75.0,Cabbage,September,Oct To Jan,0.460557,0.741588,1.544992,0.0406821,25.590643,801.348443,6.02,15.03,1.5,29.16,40.81,9.99,Loamy,1130.42,29.181043,34.67,17.97,4,1.700815,6.07,38.74,27.518163000000012
2.525543831,Sirajganj,Kharif 2,35.0,Arhar,August,Sep To Oct,0.243036,0.469592,0.358432,0.0128180999999999,24.169937,973.941802,6.19,21.74,1.3,41.45,37.71,16.75,Clayey,1108.22,26.467413,35.59,18.76,0,2.000804,7.49,41.87,26.50722300000001
5.166666667,Kurigram,Kharif 1,82.5,Dalim,April,No Need To Do,0.215984,0.40242,0.68109,0.0172008,27.410725,969.6510007084167,5.72,18.09,2.21,32.35,31.54,8.18,Loamy,1572.26,27.49467213114754,37.59,13.55,17,2.044918032786885,6.81,57.18,28.82306700000004
2.099462366,Cumilla,Rabi,80.0,Danta Shak,March,April To Aug,0.489535,0.785893,1.583691,0.0411414,9.663355,676.0413020644064,5.4,17.5,1.5,36.98,37.43,11.66,Loamy,73.68,19.19066666666667,30.34,8.36,0,1.0931666666666666,3.32,3.84,17.57639800000004
0.398786621,Rangpur,Kharif 2,70.0,Mug,February,March To May,0.470778,0.772336,1.713761,0.0401543,23.525587,870.862362,6.24,13.77,1.37,33.64,41.55,10.01,Loamy,976.44,28.049805,33.79,17.44,0,2.11414,7.09,34.81,25.659946000000048
0.0,Magura,Kharif 2,67.5,Tobacco,October,Nov To Feb,0.495759,0.794859,1.702006,0.0398093,24.636294,717.9134368905294,6.11,20.14,1.7,31.15,51.14,11.84,Loamy,996.2,27.804227642276423,34.21,18.74,0,2.1582926829268296,7.83,35.83,26.375315
4.491620112,Rajbari,Kharif 2,75.0,Cucumber,September,Nov To March,0.401005,0.705899,1.212178,0.0307406,25.430449,789.1933034717302,5.91,20.73,1.69,32.21,49.63,12.26,Loamy,996.2,27.804227642276423,34.21,18.74,0,2.1582926829268296,7.83,35.83,26.087410000000038
2.220082854,Chuadanga,Kharif 1,72.5,Maize 1,March,April To May,0.417742,0.709677,1.261481,0.0366367,23.289583,738.759998,6.36,16.56,1.34,43.63,43.21,12.34,Clayey,395.99,31.203153,40.35,15.07,78,2.471141,7.15,12.69,29.23081300000001
1.962514727,Rangamati,Rabi,75.0,Boro,November,Dec To March,0.678901,0.953732,3.615813,0.0624854,13.457862,599.168934,5.62,17.29,1.28,30.65,35.2,13.51,Loamy,98.08,20.784548,34.17,9.89,0,1.803374,4.7,4.72,19.081596000000047
3.56,Gaibandha,Rabi,60.0,Pumpkin,September,Oct To Nov,0.374586,0.642707,1.206453,0.0261446,9.813293,1024.6324994238396,5.9,14.23,1.28,31.83,39.21,11.11,Loamy,82.59,19.20083333333333,29.93,8.25,0,1.225,4.57,4.3,15.884277999999997
2.825218477,Rajbari,Kharif 2,80.0,Betelnut,July,Aug To Jan,0.485079,0.781924,1.91907,0.0427813,25.651327,789.1933034717302,5.91,20.73,1.69,32.21,49.63,12.26,Loamy,996.2,27.804227642276423,34.21,18.74,0,2.1582926829268296,7.83,35.83,25.973657000000003
3.846221829,Nilphamari,Rabi,60.0,Chili,October,Nov To March,0.446171,0.758754,1.60513,0.0418045,10.215257,871.4976966085044,6.05,14.7,1.55,29.72,39.79,9.48,Loamy,73.57000000000001,17.97491666666667,29.3,7.09,0,1.2875,7.48,4.09,15.02030400000001
0.8448275862,Bhola,Rabi,62.5,Cheena,November,Dec To Feb,0.246071,0.479001,0.649187,0.0159765,12.329434,793.2705144665238,5.57,20.69,2.03,31.66,41.22,10.19,Loamy,270.62,21.40383333333333,29.2,13.89,0,2.49725,5.94,12.64,20.003489
1.838984529,Bagerhat,Kharif 2,70.0,Patal,August,Sep To Jan,0.517202,0.801672,1.981959,0.0440353,27.256185,648.238519,5.75,34.77,4.56,28.19,50.85,7.63,Loamy,1490.84,26.669483,33.71,18.44,1,2.104584,7.68,55.9,23.03668300000004
0.710311198,Rangamati,Kharif 1,65.0,Taramind,February,March To April,0.457813,0.752583,1.434519,0.0371331,27.422284,592.712855,5.41,17.28,1.28,30.03,36.34,13.54,Loamy,1213.56,28.303652,36.23,14.78,6,2.739748,6.68,42.88,29.68978900000002
1.620265149,Gaibandha,Rabi,75.0,Boro,November,Dec To March,0.382791,0.660503,1.08103,0.0290734,11.028058,963.194332,5.76,14.05,1.28,32.35,39.27,11.0,Loamy,77.81,19.357215,31.27,8.85,0,1.114008,4.52,4.02,18.87184400000001
2.126296076,Barishal,Kharif 1,72.5,Date Palm,April,No Need To Do,0.301071,0.555608,0.785725,0.023897,28.18215,856.336693,5.62,41.22,2.71,28.12,45.08,15.19,Loamy,968.7,27.066598,36.7,16.32,8,2.975717,6.59,35.79,25.61508800000001
4.309559472,Gazipur,Kharif 2,60.0,Oal Kachu,September,Oct To Dec,0.355903,0.619866,1.094802,0.0286634999999999,24.092229,819.670391,5.41,17.26,1.31,34.03,32.78,13.2,Loamy,1104.61,27.319009,33.75,18.82,1,1.841615,6.95,40.43,29.62710500000003
12.766578453,Magura,Kharif 1,70.0,Mango,April,No Need To Do,0.482239,0.78563,1.851208,0.040312,25.604866,785.64517,6.15,20.08,1.74,30.66,50.89,11.53,Loamy,510.5,28.958234,46.19,14.5,69,2.362877,6.22,17.63,24.87288800000005
15.37787829,Meherpur,Rabi,80.0,Banana,January,Jan To Jan,0.666047,0.960429,3.386798,0.0704853,11.500602,831.1397555576286,6.61,14.16,1.25,37.82,44.58,11.32,Loamy,80.82000000000001,19.0145,30.41,7.46,0,1.4605833333333331,4.88,4.25,17.28647000000001
3.344201126,Cumilla,Kharif 1,72.5,Chalkumra,March,April To July,0.256436,0.474034,0.718652,0.0204839,26.594313,768.543271,5.52,17.52,1.52,35.36,37.19,11.54,Loamy,968.31,28.851201,41.19,15.09,39,2.311995,6.84,33.56,26.227386000000024
0.7533460803,Rangamati,Kharif 1,65.0,Taramind,February,March To April,0.403792,0.659908,1.414741,0.0319159,25.098655,844.8319732818987,5.48,17.42,1.3,29.9,35.75,13.39,Loamy,1205.62,27.631311475409834,36.72,15.16,4,2.856229508196721,6.45,43.63,25.97481300000004
3.238480942,Khulna,Rabi,62.5,Pumpkin,September,Oct To Nov,0.399571,0.708836,1.353041,0.0301201,10.523032,787.140291,6.2,41.61,3.74,32.88,51.73,11.13,Loamy,124.71,18.705723,31.43,7.88,0,1.31718,5.0,6.67,18.81036800000004
0.830129823,Bhola,Rabi,82.5,Groundnut,October,Nov To March,0.243046,0.492421,0.612189,0.0166453,8.180808,867.910407,5.49,21.18,2.02,31.31,41.01,10.51,Loamy,280.72,21.429286,28.45,13.74,0,2.38469,5.8,13.1,22.712335
1.998685646,Sherpur,Kharif 2,65.0,Garlic,October,Nov To Jan,0.434213,0.73064,1.310077,0.0336409,25.327393,789.595229,5.93,16.13,1.39,30.78,40.29,11.63,Loamy,1084.66,26.905054,36.24,17.77,1,1.910064,6.93,40.31,24.077848000000017
5.0,Cumilla,Kharif 2,82.5,Shalgom,September,Oct To Nov,0.443215,0.742448,1.311792,0.0344628,24.406297,655.347146304121,5.4,17.5,1.5,36.98,37.43,11.66,Loamy,1132.38,27.485040650406503,33.75,17.91,0,1.6701626016260165,5.92,41.2,27.688895
0.343477538,Satkhira,Kharif 2,90.0,Lentil,October,Nov To Feb,0.371988,0.670843,1.156837,0.0303761,24.699177,793.192979,5.96,36.5,4.24,34.54,50.95,8.6,Loamy,1203.3,29.055663,33.08,18.91,1,1.75941,6.42,41.41,31.91967
4.637426901,Joypurhat,Kharif 1,75.0,Chalkumra,March,April To July,0.351278,0.620718,1.143993,0.0247061,27.124575,982.3190881122628,6.43,14.77,1.39,37.87,40.91,10.62,Loamy,596.69,29.1905737704918,42.27,13.63,68,2.2068032786885245,6.02,20.44,26.63596100000001
3.871794872,Nilphamari,Kharif 2,70.0,Puishak,August,Sep To Jan,0.482588,0.794558,1.883802,0.0395138,27.401239,662.4876899141162,6.05,14.7,1.55,29.72,39.79,9.48,Loamy,1114.52,27.576422764227644,34.74,17.2,0,1.7053658536585363,6.02,40.41,23.73083200000002
0.720736398,Joypurhat,Kharif 2,75.0,Rape & Mustard,October,Nov To Feb,0.387868,0.658067,1.289109,0.0310732999999999,24.119563,842.546125,6.5,15.03,1.41,37.14,42.49,10.67,Loamy,745.43,27.800284,39.42,17.83,5,2.158169,8.07,26.81,27.49587400000001
23.61,Feni,Kharif 1,82.5,Jack Fruit,April,No Need To Do,0.330873,0.615529,1.247334,0.0212196,27.777947,1211.038877783889,5.49,19.05,1.53,38.96,34.61,12.44,Loamy,1134.36,27.39,36.32,14.02,10,2.403688524590164,6.22,41.41,25.70354700000001
0.7394957983,Rangpur,Rabi,85.0,Groundnut,October,Nov To March,0.379968,0.653685,0.985088,0.0262857,11.477292,941.3737150888076,6.09,14.0,1.42,33.35,40.81,9.85,Loamy,85.09,18.74625,29.18,7.74,0,1.4260833333333334,7.0,4.54,17.88167100000004
2.024090278,Dinajpur,Rabi,77.5,Lemon,January,Jan To Jan,0.461644,0.767065,1.747275,0.0348558,10.048242,788.099427,6.74,13.92,1.27,35.52,40.36,10.97,Loamy,71.79,19.356064,30.02,7.48,0,1.265665,7.2,3.71,17.841166000000044
0.409664355,Chuadanga,Kharif 2,35.0,Gram,August,Sep To Oct,0.437494,0.724019,1.492766,0.0368347,21.359587,755.583585,6.46,16.76,1.35,40.37,44.11,12.42,Clayey,799.37,28.492901,36.78,17.54,3,2.010266,7.87,28.05,27.541112
5.306831284,Gazipur,Kharif 1,77.5,Jambura,April,No Need To Do,0.333733,0.584087,0.843192,0.0245973,27.555972,800.45547,5.7,16.7,1.31,34.29,34.36,12.69,Loamy,1074.03,28.834867,39.66,14.99,50,2.657626,6.31,37.25,29.303319000000045
0.9253996448,Barishal,Kharif 1,70.0,Wood Apple,May,June To August,0.310512,0.567838,0.971692,0.0191445,24.370714,959.512963861418,5.59,40.9,2.69,28.4,46.05,15.2,Loamy,1000.13,28.220245901639345,37.02,17.22,16,3.0311475409836066,6.44,35.44,27.41822000000002
0.4577020202,Bhola,Kharif 2,90.0,Lentil,October,Nov To Feb,0.263468,0.474789,0.737837,0.0140938,27.129014,869.4370050584955,5.57,20.69,2.03,31.66,41.22,10.19,Loamy,2272.77,28.43642276422764,31.57,21.83,0,3.5834959349593496,10.3,79.92,27.31969700000002
2.35284529,Shariatpur,Rabi,80.0,Danta Shak,March,April To Aug,0.330301,0.583433,0.899483,0.0243913,9.794635,892.53617,5.54,21.84,2.28,31.48,44.14,9.58,Loamy,128.96,19.189071,31.56,9.38,0,1.558378,4.68,6.72,19.297414000000003
16.15966603,Rangpur,Kharif 1,67.5,Green Papaya,June,June To August,0.304815,0.561217,0.699182,0.0219362,28.561694,829.23455,6.33,14.51,1.41,33.18,41.25,10.28,Loamy,1299.25,29.413728,38.78,14.19,29,2.167433,6.21,44.17,26.568400999999994
0.9691119691,Tangail,Kharif 1,70.0,Amra,June,June To August,0.228196,0.437631,0.773282,0.0080076,25.764189,1027.7592711732275,6.1,19.62,1.74,30.62,38.7,11.27,Loamy,1038.79,28.663278688524592,41.07,15.07,48,2.3401639344262297,6.82,36.24,26.37436500000001
4.816652185,Madaripur,Kharif 2,82.5,Shalgom,September,Oct To Nov,0.402754,0.691474,1.092557,0.0369342,26.070611,876.960546,5.66,29.33,3.48,31.44,44.5,8.44,Loamy,1243.19,27.735686,31.94,17.84,0,2.195134,7.74,44.82,27.856934000000024
3.845730028,Narail,Kharif 2,85.0,Radish,October,Nov To Feb,0.44736,0.728474,1.914063,0.036235,24.592279,690.4520866530374,5.82,14.55,1.37,29.34,37.04,10.61,Loamy,1391.11,27.50455284552845,34.86,18.34,0,1.5408130081300817,5.49,50.58,25.412345000000016
0.06894329897,Barguna,Kharif 2,80.0,Betelnut,July,Aug To Jan,0.525291,0.802927,1.954025,0.0454174,28.99351,700.9043525517267,5.77,28.09,2.86,29.33,48.27,9.82,Loamy,1785.97,28.12731707317073,32.51,20.84,0,2.483414634146341,7.86,63.49,27.722571000000016
2.314614949,Nilphamari,Rabi,75.0,Lal Shak,September,Oct To Nov,0.393314,0.679,1.269837,0.027281,10.318253,804.834519,6.02,14.81,1.54,29.85,39.38,9.59,Loamy,74.4,17.984004,28.15,7.15,0,1.260095,7.5,4.14,17.913430000000005
0.4725274725,Kushtia,Kharif 2,35.0,Arhar,August,Sep To Oct,0.40631,0.696672,1.501091,0.0313264,22.798066,776.4934705424397,6.22,17.82,1.47,39.7,44.47,12.11,Loamy,984.86,27.91,34.38,19.25,0,2.2982113821138213,8.54,35.29,24.595305
25.659221543,Jashore,Kharif 1,70.0,Green Papaya,June,June To August,0.384926,0.648583,1.147198,0.0258218,25.25706,732.391892,5.91,20.98,1.94,31.68,53.16,10.84,Loamy,492.17,29.605999,43.27,14.78,73,2.445025,6.4,16.62,29.68157500000001
8.737897572,Dhaka,Kharif 1,82.5,Ripe Papaya,April,No Need To Do,0.280687,0.53057,0.796892,0.0222803,26.847259,958.182056,5.36,17.42,1.44,35.62,30.65,12.08,Loamy,1061.46,30.324194,38.72,17.0,54,2.586079,6.46,35.0,29.651323000000048
0.402857969,Rajbari,Kharif 2,75.0,Rape & Mustard,October,Nov To Feb,0.428417,0.722255,1.334208,0.0346705,26.097609,884.912722,5.87,21.05,1.71,32.85,49.82,12.32,Loamy,1016.61,27.109997,35.64,18.83,0,2.216783,8.28,37.5,25.62590900000004
3.825230769,Lakshmipur,Rabi,80.0,Banana,January,Jan To Jan,0.442609,0.757351,1.508775,0.0355687,12.148981,709.7931444310083,5.59,33.99,4.02,34.46,34.77,8.45,Loamy,130.03,19.78575,29.93,9.59,0,1.5768333333333333,4.92,6.57,19.22227900000001
4.956293706,Kushtia,Rabi,80.0,Danta,March,April To Aug,0.412434,0.696916,1.489885,0.034762,9.794192,804.9334970964089,6.22,17.82,1.47,39.7,44.47,12.11,Loamy,91.4,19.20508333333333,30.12,7.92,0,1.4246666666666667,5.1,4.76,19.54187200000001
1.936261117,Shariatpur,Kharif 1,67.5,Beans,June,July To Nov,0.243174,0.484712,0.953121,0.0196274,25.421379,845.259594,5.61,21.32,2.26,31.3,44.84,9.43,Loamy,965.95,28.6089,39.49,16.56,31,2.709855,6.58,33.76,28.294062
1.213592233,Rajbari,Rabi,60.0,Chili,October,Nov To March,0.419438,0.709582,1.545606,0.0332516,11.340826,810.0591390529381,5.91,20.73,1.69,32.21,49.63,12.26,Loamy,101.19,19.232916666666664,30.32,7.6,0,1.4094166666666663,4.93,5.26,14.690086000000008
3.495183938,Joypurhat,Rabi,77.5,Sweet Potato,November,Dec To March,0.36868,0.658441,1.19417,0.0275045,8.206805,876.017724,6.25,15.01,1.41,38.14,40.28,10.62,Loamy,79.05,19.52132,30.26,7.26,0,1.339223,6.2,4.05,19.15901200000002
0.758756011,Jashore,Kharif 2,77.5,Rape & Mustard,October,Nov To Feb,0.501049,0.803565,1.917498,0.0436422,26.093878,759.299641,6.08,21.43,2.08,31.17,52.16,10.32,Loamy,1129.5,29.581588,34.45,18.24,1,2.094369,7.08,38.18,27.90060500000004
3.828996283,Brahmanbaria,Rabi,80.0,Banana,January,Jan To Jan,0.515159,0.795924,1.803301,0.0458739,10.739211,863.2480392790355,5.49,25.69,2.83,33.81,38.55,9.07,Loamy,70.13,19.586666666666662,30.32,9.05,0,1.0854166666666667,3.64,3.58,17.01007000000004
1.208955224,Patuakhali,Kharif 2,77.5,Cauliflower,September,Nov To Jan,0.408181,0.712751,1.515952,0.0377023,31.203641,723.6587753859428,5.69,26.86,2.74,31.22,45.47,9.8,Loamy,2272.77,28.43642276422764,31.57,21.83,0,3.5834959349593496,10.3,79.92,29.060730000000035
5.35,Madaripur,Kharif 2,75.0,Cabbage,September,Oct To Jan,0.397259,0.688033,1.48135,0.0317641,24.759737,747.762894569038,5.58,28.76,3.49,30.84,43.87,8.24,Loamy,1238.15,27.71390243902439,33.63,18.56,0,2.1439024390243904,7.37,44.67,26.118910000000028
2.031304303,Brahmanbaria,Rabi,75.0,Boro,November,Dec To March,0.461896,0.747811,1.223934,0.0415113,10.86156,810.65204,5.44,25.94,2.77,34.21,38.68,9.37,Loamy,74.43,20.141618,29.95,9.42,0,1.075839,3.55,3.7,16.578081999999995
3.614189734,Tangail,Kharif 1,75.0,Jute,March,April To Aug,0.226781,0.436784,0.67748,0.0086392,24.893131,850.366281,6.17,19.8,1.79,31.02,39.37,11.04,Loamy,1047.75,27.750567,40.35,14.73,35,2.41381,6.62,37.75,25.57206500000001
0.48779434,Narail,Kharif 2,90.0,Lentil,October,Nov To Feb,0.428476,0.749593,1.343777,0.0357944,23.931491,690.4520866530374,5.82,14.55,1.37,29.34,37.04,10.61,Loamy,1391.11,27.50455284552845,34.86,18.34,0,1.5408130081300817,5.49,50.58,26.19475200000005
0.3899082569,Lalmonirhat,Kharif 2,35.0,Mashkalai,August,Sep To Oct,0.435445,0.733789,1.51524,0.0373689,24.847542,697.8417930736712,5.71,15.57,1.87,31.11,29.93,8.32,Loamy,993.02,27.780162601626017,34.92,17.93,0,1.8404878048780489,5.77,35.74,25.55351200000001
3.642241379,Bagerhat,Kharif 1,77.5,Mukhi Kachu,April,May To Sep,0.25095,0.475104,0.751512,0.0149762,24.864707,883.0219275597887,5.73,35.62,4.54,28.25,49.48,7.84,Loamy,656.33,28.878196721311475,41.26,16.01,54,2.48188524590164,5.86,22.73,30.402539000000047
4.181333333,Narsingdi,Kharif 2,75.0,Cucumber,September,Nov To March,0.418432,0.696428,1.706193,0.0348507,23.078272,736.8481399688882,5.42,19.27,1.65,35.11,33.69,11.67,Loamy,1137.55,27.810325203252034,33.68,18.24,0,1.992032520325204,7.4,40.9,26.70587900000004
2.993245067,Barishal,Kharif 1,82.5,Jambura,April,No Need To Do,0.370977,0.662818,1.297543,0.0297504,25.615799,789.599362,5.81,40.75,2.81,27.33,45.46,14.51,Loamy,1059.3,26.48034,37.7,15.44,13,3.192802,6.38,40.0,25.17533000000003
4.634442721,Pabna,Kharif 2,70.0,Puishak,August,Sep To Jan,0.380628,0.664078,1.257616,0.0329596,26.231375,857.098997,6.16,17.5,1.33,38.19,44.77,13.16,Loamy,964.91,26.537934,35.06,20.17,0,2.405002,8.59,36.36,26.20610400000004
3.474440922,Shariatpur,Kharif 2,70.0,Carrot,October,Nov To Feb,0.37853,0.665663,1.140171,0.0301438,27.065184,879.379065,5.73,21.35,2.24,30.79,43.39,9.53,Loamy,1286.93,29.451412,31.45,18.48,0,2.362878,7.6,43.7,27.59375800000004
0.748577107,Bhola,Kharif 1,75.0,Aus,March,April To July,0.233659,0.467478,0.232312,0.0138294,26.911417,876.757647,5.66,20.61,2.02,31.26,42.34,10.21,Loamy,1622.58,26.647696,33.73,19.37,1,3.475012,6.89,60.89,26.636293000000023
3.183995441,Rajshahi,Rabi,60.0,Maize 2,December,Jan To March,0.482483,0.786548,1.907693,0.0424071,9.1153,856.998932,6.64,17.66,1.31,43.52,36.64,13.48,Clayey,72.82,18.868134,31.68,7.87,0,1.305061,5.33,3.86,16.782770000000028
2.525543831,Madaripur,Kharif 1,85.0,Malta,June,June To August,0.359137,0.648714,0.907739,0.0255723,25.465678,1095.3046972217842,5.58,28.76,3.49,30.84,43.87,8.24,Loamy,668.3100000000001,28.977213114754097,42.19,15.6,56,2.5653278688524592,6.27,23.06,26.92667700000004
0.426000986,Netrokona,Kharif 2,90.0,Lentil,October,Nov To Feb,0.27697,0.507967,1.035255,0.0196844,24.462396,888.846168,5.69,18.64,1.87,29.62,34.19,9.98,Loamy,1368.09,29.014633,35.64,17.63,0,1.491344,5.43,47.15,29.066449000000038
0.9375,Khagrachari,Kharif 2,67.5,Garlic,October,Nov To Jan,0.53843,0.831702,1.975358,0.0489264,25.968998,500.10725213700607,5.43,16.62,1.52,30.93,37.58,10.93,Loamy,1337.03,27.63536585365853,38.46,18.2,10,0.0971544715447154,0.86,48.38,25.489858000000027
